balance,value,gas,gasUsed,gasPrice,gasPrice
1434121239892561320, 11005467772237184337, 218085, 157746, 108000000000, 108000000000
186753569813351950, 190000000000000000, 182085, 128233, 101877435874, 101877435874
6135552994087130, 100000000000000000, 188889, 133827, 111100000000, 111100000000
87307052584880000, 147465012346870000, 174246, 121804, 97126914990, 97126914990
163861806175701594, 102508704977780055, 199173, 142994, 96536914990, 96536914990
23385278370501210, 30000000000000000, 181854, 128055, 92953431178, 92953431178
83782834022324806, 100000000000000000, 175335, 122708, 92453431178, 92453431178
9579792129248484, 66000000000000000, 190591, 135222, 92453431178, 92453431178
105106359552350790, 33000000000000000, 161194, 111109, 117700000000, 117700000000
20818440108575383, 100000000000000000, 173913, 121541, 92336589564, 92336589564
193707435152786801, 11149461686937710, 157879, 110889, 101119248520, 101119248520
307026793190481256, 500000000000000000, 198552, 141742, 97300805885, 97300805885
373806902083843558, 2177352428329793946, 282003, 211011, 95840805885, 95840805885
9544184581236745, 63266835722639828, 184910, 130563, 95400805885, 95400805885
1508961361395666007, 3400000000000000000, 161181, 111097, 95400805885, 95400805885
821533643074805, 1600000000000000000, 278635, 189684, 107127864690, 107127864690
58335793793519844, 2000000000000000, 299404, 206748, 80121674516, 80121674516
58335793793519844, 2000000000000000, 173938, 121562, 80121674516, 80121674516
0, 268382517004511690, 214513, 154769, 108588987087, 108588987087
81328430993652945, 592262157283278597, 200342, 139386, 89937962070, 89937962070
104215881149767795, 140000000000000000, 303798, 210286, 87583841967, 87583841967
158874514041189535, 739304664971593712, 174974, 125710, 85800000000, 85800000000
71440895377429814, 116146135348756200, 280672, 236082, 78459621663, 78459621663
11881778076015155056, 2000000000000000000, 184063, 129857, 92621100932, 92621100932
11807904659229647, 100000000000000000, 183195, 125106, 91068040298, 91068040298
12559404901607564, 58000000000000000, 180649, 127067, 86900887708, 86900887708
490547547462000, 108500000000000000, 189703, 134493, 102471912331, 102471912331
16500478897253306, 40000000000000000, 191290, 135795, 102471912331, 102471912331
1177335976145124631, 5000000000000000000, 181900, 128094, 102471912331, 102471912331
15454834148832794, 26717197455888769, 179476, 125572, 102471912331, 102471912331
188261231664668788, 740000000000000000, 176521, 123670, 102471912331, 102471912331
9595312591814072, 220597970296062863, 181845, 128049, 99317268110, 99317268110
37592705880071767, 200000000000000000, 184449, 130185, 99317268110, 99317268110
252187101629689421, 60056594452078150, 159798, 109963, 87723879719, 87723879719
0, 360000000000000000, 179718, 128803, 96056268792, 96056268792
9285765600000000, 115000000000000000, 162078, 111822, 108900000000, 108900000000
0, 1060000000000000000, 225342, 163729, 100100000000, 100100000000
0, 30000000000000000, 151838, 113063, 95199867231, 95199867231
39779970155226257, 600000000000000000, 161014, 110961, 93000000000, 93000000000
28289749000000000, 127963960000000000, 187306, 132528, 89533443756, 89533443756
28624775197427587, 910000000000000000, 161162, 111082, 89533443756, 89533443756
61665041999921251, 191492191662063980, 207859, 149224, 89533443756, 89533443756
169774529945437606198, 1000000000000000000, 182493, 128569, 87000000000, 87000000000
4333381422946863, 61254235628732242, 199834, 142537, 112332181534, 112332181534
9285765600000000, 115000000000000000, 160063, 110180, 108900000000, 108900000000
2041548508015064080, 372386156196545532, 179816, 125855, 102120165031, 102120165031
16026437313324809, 30000000000000000, 184332, 132587, 85865583829, 85865583829
11807904659229647, 100000000000000000, 162199, 111922, 100114277864, 100114277864
193657693609300689, 10089683958702594429, 194589, 138166, 86306144075, 86306144075
7081217034963744, 83837287884133550, 179508, 125598, 86306144075, 86306144075
157421444720353666, 1000000000000000000, 192656, 140782, 96338693353, 96338693353
40014989212210006, 120000000000000000, 159568, 109774, 96338693353, 96338693353
9357927862526148, 320000000000000000, 182211, 128349, 96338693353, 96338693353
178268214868861172, 100000000000000000, 211218, 152142, 96338693353, 96338693353
36719142770872843, 50000000000000000, 193748, 137812, 96338693353, 96338693353
37110000297394242, 70000000000000000, 213687, 154168, 96338693353, 96338693353
416504568678032180, 250000000000000000, 169923, 118268, 108683756095, 108683756095
0, 75000000000000000, 160838, 110817, 105600000000, 105600000000
320113283133000, 50000000000000000, 184857, 130519, 94343646504, 94343646504
178268214868861172, 50000000000000000, 181516, 127779, 94283646504, 94283646504
252187101629689421, 60000000000000000, 177720, 124654, 94283646504, 94283646504
182412638990805132, 1483414302518763015, 179863, 125894, 94283646504, 94283646504
59007799476310488, 530000000000000000, 300558, 218753, 94283646504, 94283646504
39307288676934341, 450000000000000000, 279729, 231052, 94283646504, 94283646504
225558412999412071, 15208296839191778003, 207346, 148797, 94283646504, 94283646504
333054066019922788, 500000000000000000, 306112, 213115, 104968655663, 104968655663
276125807923016618, 2055461590428841123, 200421, 143026, 99667986821, 99667986821
38369569945022442, 863326478887812361, 200407, 143014, 102414674978, 102414674978
14327397200000000, 57568600000000000, 172698, 120545, 100100000000, 100100000000
38369569945022442, 235172019664000476, 199293, 142086, 94137928582, 94137928582
24309731620953054, 150000000000000000, 300558, 222603, 94137928582, 94137928582
23214015572051182822, 1000000000000000000, 168621, 117200, 93756128582, 93756128582
351851191503000, 20000000000000000, 191085, 135628, 93490710593, 93490710593
390646073531159838, 15000000000000000, 182026, 128197, 98189609884, 98189609884
2353047027364017, 50000000000000000, 187245, 132478, 90941131958, 90941131958
9250932931176392, 460000000000000000, 180685, 127096, 90941131958, 90941131958
9684106965043918, 80000000000000000, 181724, 127949, 110837007904, 110837007904
554602552749000, 21755290174165567992, 203374, 145487, 106085842692, 106085842692
9064869716749133, 120589387000000000, 217215, 124139, 100035245153, 100035245153
579771953570037639, 6511808703945022176, 292398, 210997, 95247648209, 95247648209
30013072222347586, 220000000000000000, 190119, 134835, 95785341298, 95785341298
276125807923016618, 2132229065262745734, 214203, 154511, 95519923309, 95519923309
1579904088820845, 331349654692014526, 200342, 142960, 104500000000, 104500000000
330134354985706835, 250000000000000000, 187448, 132644, 103749048797, 103749048797
585415450752527, 90000000000000000, 182736, 128779, 83756489929, 83756489929
4847047531793302, 120000000000000000, 180663, 127079, 83600000000, 83600000000
30528150800000000, 230000000000000000, 161136, 111060, 83600000000, 83600000000
2054438817315665372, 3782227946364773, 193676, 137405, 95000000000, 95000000000
384824161287271719, 230000000000000000, 295581, 221347, 82945392332, 82945392332
1184303013200000000, 210400267627592597, 200474, 143070, 100100000000, 100100000000
344514914772000, 99314064484101414, 205017, 146856, 78909519556, 78909519556
737942123175008, 30000000000000000, 182852, 128864, 78234919556, 78234919556
84855917736137026, 700000000000000000, 187593, 132763, 96671797366, 96671797366
132926909961280241, 470000000000000000, 308222, 213943, 85398754101, 85398754101
44044774980536043, 66000000000000000, 184510, 130234, 77913566940, 77913566940
1223030274162269712, 1691953281249628855, 182174, 127820, 77913566940, 77913566940
2851021139150439773, 2000000000000000000, 402550, 309095, 84485419824, 84485419824
0, 152140610190223922, 161800, 111606, 95657380197, 95657380197
41414736686032518, 5617847022052665, 173721, 121385, 78995108545, 78995108545
353725223132974472, 10000000000000000, 181814, 128022, 78495108545, 78495108545
169246647990000, 50000000000000000, 182248, 128351, 87608745770, 87608745770
11159097503072180, 84925221128459995, 160960, 110917, 79958638520, 79958638520
30354400075707780, 1100000000000000000, 299452, 206760, 79958638520, 79958638520
8012347015073782, 74242613956436050, 181514, 127777, 79458638520, 79458638520
328945816294184400, 290000000000000000, 183996, 129812, 80101961929, 80101961929
14052350056525106, 65000000000000000, 160981, 110919, 79787549092, 79787549092
9292242662769608, 70420515500000788, 191119, 135656, 78933164307, 78933164307
69781169542817952, 88757950822777080, 179715, 125771, 75527556880, 75527556880
640847102889000, 191804911225766988, 207876, 149238, 75527556880, 75527556880
34866107392623407, 120000000000000000, 192792, 137028, 75527556880, 75527556880
9844868411994398, 80000000000000000, 173868, 121493, 80074238114, 80074238114
5880402335276832, 50000000000000000, 213702, 154180, 88081661925, 88081661925
96989257033388651, 10000000000000000, 300546, 222619, 86276480737, 86276480737
43604840207201464, 43201768966762528, 200100, 142758, 82500000000, 82500000000
134553117854401725, 900000000000000000, 184250, 130010, 82902836662, 82902836662
14843555432380251, 192759164515447421, 207876, 143336, 82902836662, 82902836662
305777577666327174, 2176379916606350, 204609, 146516, 82902836662, 82902836662
270577447035000, 3400000000000000000, 182753, 128705, 102356264229, 102356264229
8552078290173228, 10000000000000000, 202305, 144811, 91541851392, 91541851392
27031441785866149, 150000000000000000, 352132, 267736, 91356264229, 91356264229
14694554190106816, 100000000000000000, 187533, 132714, 91356264229, 91356264229
17125402430392893, 6400000000000000000, 190713, 135322, 97331146170, 97331146170
330134354985706835, 500000000000000000, 187304, 132526, 91473435389, 91473435389
79594179816060529920, 1000000000000000000, 227910, 165825, 100070778927, 100070778927
6242290200000000, 250000000000000000, 159824, 109984, 90200000000, 90200000000
479066617953000, 7366893944898543636, 203275, 145404, 84342897457, 84342897457
28624775197427587, 263991586303806282, 179756, 125805, 93076859536, 93076859536
270082571556763969, 1000000000000000000, 161026, 110980, 93076859536, 93076859536
107109342752235536, 100000000000000000, 180415, 126874, 93076859536, 93076859536
295915145031324022, 200000000000000000, 164637, 113922, 93076859536, 93076859536
517039196616755994, 600000000000000000, 166498, 115459, 93076859536, 93076859536
0, 2324062425733618, 161786, 111594, 91677187202, 91677187202
2850792089714743, 70000000000000000, 299360, 221647, 91300000000, 91300000000
111471779754014529, 809754238780163248, 202670, 144900, 90752318119, 90752318119
336563683316669656, 2000000000000000000, 192804, 137038, 88275551572, 88275551572
672471409100941255, 200000000000000000, 189435, 134264, 98987272413, 98987272413
39611572109679204, 172594778411501781, 297175, 223654, 109967831922, 109967831922
136467750020784, 6100000000000000000, 362942, 112542, 114851036099, 114851036099
17162279383599353, 300000000000000000, 215289, 157983, 125302139708, 125302139708
4706910107989786763, 65600000000000000, 181653, 127891, 115272401841, 115272401841
24224989599412921, 1800000000000000000, 184903, 125727, 109874076449, 109874076449
44957557498316525, 631009852021902500, 316188, 235451, 126500000000, 126500000000
10663689349712154389, 5534448315555676930, 231814, 169187, 112374076449, 112374076449
1012196316558000, 100000000000000000, 184440, 130177, 123913382524, 123913382524
113315001107062571, 1147638807859038156, 197156, 131916, 123413382524, 123413382524
1001926147432949844, 400000000000000000, 181881, 128078, 123413382524, 123413382524
26713693177963927, 216266000000000000, 299416, 206730, 123413382524, 123413382524
56211266854984907, 20000000000000000, 175904, 127051, 122512586051, 122512586051
270577447035000, 3000000000000000000, 184290, 130054, 122512586051, 122512586051
121263553248167305, 54208981130319540, 300618, 222639, 115610556383, 115610556383
13695362223168706, 394597752866610497, 160510, 110548, 102542267207, 102542267207
7319785045497031, 50000000000000000, 179100, 125795, 102492267207, 102492267207
11044967152424371, 8000000000000000, 173839, 121481, 113231199849, 113231199849
12521214107832134, 400000000000000000, 187342, 132558, 124300000000, 124300000000
897279614439549016, 1000000000000000000, 183130, 129092, 106429663072, 106429663072
2057947007296158038, 2500000000000000000, 184264, 130022, 100439186610, 100439186610
40419333673651769, 11000000000000000, 173178, 120938, 100311476949, 100311476949
9127282142495528, 280000000000000000, 300555, 221605, 100311476949, 100311476949
526095603694560654, 2097000000000000000, 161023, 110968, 102695671923, 102695671923
8640482100000000, 80000000000000000, 183062, 129047, 95700000000, 95700000000
9385595122003967, 83941402108960452, 181707, 127935, 100954600629, 100954600629
5000000000000000, 20000000000000000, 181831, 128037, 126500000000, 126500000000
34589676159055221, 70000000000000000, 173883, 130203, 91300000000, 91300000000
381389486800814213, 100000000000000000, 184771, 130448, 96833657804, 96833657804
203048305426230399, 1000000000000000000, 170551, 118773, 108743156216, 108743156216
4447033685666769, 200000000000000000, 189715, 134503, 108743156216, 108743156216
21150017400000000, 190000000000000000, 176550, 127580, 105600000000, 105600000000
42733651646572669, 950000000000000000, 181368, 130157, 119161174909, 119161174909
13893701786616794998, 540000000000000000, 181611, 127856, 116213893577, 116213893577
67316078301665704, 200000000000000000, 182554, 134505, 116213893577, 116213893577
974571933576032645, 300000000000000000, 189453, 134288, 116213893577, 116213893577
592951320710710251, 224657112394116402, 180582, 126493, 116213893577, 116213893577
2347662421991918421, 100000000000000000, 181260, 127608, 116213893577, 116213893577
251945611488924248, 130000000000000000, 181472, 127732, 116213893577, 116213893577
835343317857935619, 908995143072178992, 203116, 145272, 130552447348, 130552447348
54305515187835535, 145010000000000000, 306010, 227093, 130552447348, 130552447348
157917852935588233, 787776135547674419, 200106, 142763, 135013742866, 135013742866
159747412744406618, 50000000000000000, 184821, 129557, 105600000000, 105600000000
80943850053176385, 44000000000000000, 181722, 127947, 105600000000, 105600000000
80795124569137718, 330000000000000000, 185090, 130710, 103853266966, 103853266966
703460158422000, 70000000000000000, 152929, 104328, 103311206966, 103311206966
63141563305821230, 320000000000000000, 189703, 134519, 103263266966, 103263266966
541056461926124, 200000000000000000, 181732, 127956, 103178666966, 103178666966
352347115852396349, 1500665428067898700, 200128, 142782, 113797266160, 113797266160
518383730481848490, 754645180927780586, 189358, 133807, 113797266160, 113797266160
490038417556045307, 2170000000000000000, 162906, 112512, 118730831550, 118730831550
13769221401827626, 81000000000000000, 160776, 110765, 144100000000, 144100000000
962246174455203879, 230000000000000000, 189920, 134672, 108055427443, 108055427443
6624351143221172, 10000000000000000, 181836, 128041, 113589593662, 113589593662
381389486800814213, 60000000000000000, 163860, 113294, 94229064478, 94229064478
17203547896956192, 62559859250000000, 181921, 128097, 130504914705, 130504914705
12521214107832134, 400000000000000000, 218383, 158021, 118800000000, 118800000000
47251693500000000, 180000000000000000, 162907, 112503, 118800000000, 118800000000
179659816959617603, 184000000000000000, 181748, 127958, 87000000000, 87000000000
31987028485141534, 10756801200000000, 161005, 110981, 88336936186, 88336936186
27977981060636945, 28793568591004766, 200085, 142704, 87836936186, 87836936186
73478941495342252, 1000000000000000000, 183133, 129094, 88276936186, 88276936186
14744676687405549, 40000000000000000, 184897, 130551, 98618918372, 98618918372
72016858257855902, 50000000000000000, 191361, 135853, 98618918372, 98618918372
5847823009576758, 217716450574022, 184111, 129434, 98618918372, 98618918372
2924602539642420, 204990320000000000, 180469, 126918, 92956335690, 92956335690
6774175300000000, 33700000000000000, 182220, 128355, 85800000000, 85800000000
64866378424570694, 2161000000000000000, 266683, 189165, 91661750730, 91661750730
748141379937000, 220000000000000000, 181968, 128138, 81306174305, 81306174305
1144719919339401, 194800000000000000, 160915, 110879, 81306174305, 81306174305
14483795876944151, 230358153847803000, 181675, 127908, 81306174305, 81306174305
142110011583127397, 225000000000000000, 163432, 112961, 80842383666, 80842383666
15983954177782078, 72095490000000000, 217244, 157087, 89224734206, 89224734206
16346685595777358, 80000000000000000, 181616, 127832, 88724734206, 88724734206
10563036631270811, 200000000000000000, 345421, 252632, 88634734206, 88634734206
22399192962820628, 90000000000000000, 300553, 222625, 89100000000, 89100000000
1652113112911592822, 1000000000000000000, 208304, 149743, 85800000000, 85800000000
9761294850031172077, 800000000000000000, 193894, 137932, 81615737779, 81615737779
0, 1120000000000000000, 306112, 212185, 80800000000, 80800000000
4313216900000000, 2200000000000000, 173707, 121377, 80300000000, 80300000000
9372645649576585, 197400000000000000, 198583, 141768, 81916702814, 81916702814
45561039000000000, 600000000000000000, 183145, 129104, 90000000000, 90000000000
0, 56000000000000000, 295813, 221605, 85800000000, 85800000000
194478523911000, 125000000000000000, 188484, 128615, 83637500248, 83637500248
253358725013622786, 1000000000000000000, 184196, 129977, 93903534229, 93903534229
32303351965152932, 31296563548163975, 182101, 128247, 93903534229, 93903534229
13439693330340536, 28000000000000000, 302866, 209522, 94176638061, 94176638061
55648600084555173, 880000000000000000, 187309, 132530, 94176638061, 94176638061
14260793116861094, 230000000000000000, 174724, 122207, 94176638061, 94176638061
518383730481848490, 377661633361856747, 190604, 134845, 94176638061, 94176638061
33258391341362990, 1300000000000000000, 299469, 206800, 94176638061, 94176638061
315773891152700076, 500000000000000000, 160856, 110830, 94176638061, 94176638061
505144402320508674, 2000000000000000000, 161602, 111432, 94176638061, 94176638061
14909074234574795, 24582900000000000, 175651, 122959, 91858952312, 91858952312
6310126298382408, 63000000000000000, 191340, 135819, 89974531127, 89974531127
32214591671675222, 235000000000000000, 182023, 128194, 85024550573, 85024550573
10098548755099485, 100000000000000000, 180656, 127073, 93500000000, 93500000000
232374065913644000, 2116217334336870277, 284611, 213184, 92977005630, 92977005630
120359523095726832, 400000000000000000, 183171, 129126, 91655946510, 91655946510
6979670675537231421, 2000000000000000000, 181806, 128016, 97541876141, 97541876141
24125953285078039, 4450000000000000000, 304006, 218144, 97541876141, 97541876141
329156506092251457, 2590000000000000000, 185527, 131058, 97541876141, 97541876141
423258685706163039, 5000000000000000000, 152988, 104376, 109981013939, 109981013939
21281752424680711, 1800000000000000000, 180080, 126600, 109981013939, 109981013939
19091214149853690, 51499000000000000, 299324, 222631, 107845583591, 107845583591
605237873141269, 200000000000000000, 188469, 134505, 97348289301, 97348289301
14258879600000000, 33000000000000000, 161218, 111128, 106700000000, 106700000000
107386533799862251, 200000000000000000, 161043, 110973, 106071903778, 106071903778
5067740292928820, 85756861400072103, 202327, 144614, 91967501609, 91967501609
21136696221748597, 1030000000000000000, 163676, 113144, 91967501609, 91967501609
5667555923530708, 190000000000000000, 183130, 129092, 91967501609, 91967501609
12868653618410786, 3120000000000000000, 197196, 132925, 91967501609, 91967501609
9595312591814072, 623341821064991890, 163812, 113245, 91192728300, 91192728300
12342812069941060, 585333119073998292, 197395, 140794, 91192728300, 91192728300
12018750933767757, 200000000000000000, 160413, 110468, 111100000000, 111100000000
2910871497655676, 82682324359305547, 179367, 120661, 98042434593, 98042434593
69120858583386665, 250000000000000000, 283149, 193347, 97542434593, 97542434593
98047024070672750, 840000000000000000, 181828, 128034, 94689730067, 94689730067
0, 30000000000000000, 300558, 222629, 97000000000, 97000000000
195945321710793901, 700000000000000000, 184405, 125312, 93369781412, 93369781412
4100310890685937, 22770809851161016, 203463, 145561, 123424265774, 123424265774
6032979400000000, 150000000000000000, 173701, 121357, 103400000000, 103400000000
81573674907016465, 197285593255463552, 179377, 125489, 100007395049, 100007395049
13710274169607004, 131000000000000000, 160912, 110887, 100007395049, 100007395049
86522071392289270, 2000000000000000000, 299472, 206760, 100007395049, 100007395049
200185216727165931, 1770000000000000000, 198775, 141936, 111743737695, 111743737695
0, 300000000000000000, 181611, 127870, 110000000000, 110000000000
17162279383599353, 260000000000000000, 205276, 149759, 118789668974, 118789668974
0, 9796702739911450, 182214, 128351, 116600000000, 116600000000
59039780851193741, 1000000000000000000, 161930, 111701, 119877339569, 119877339569
170688951088081256, 166115662009261354, 180136, 126122, 119708874059, 119708874059
1495577318909596126, 5000000000000000000, 191407, 135891, 101851822678, 101851822678
85871394108099560, 43364507596016250, 181755, 127961, 103400000000, 103400000000
2112671874614689733, 300000000000000000, 177079, 130015, 101851822678, 101851822678
161368490637875188, 30000000000000000, 198500, 141714, 101851822678, 101851822678
509538278676988054, 2000000000000000000, 163633, 113108, 101761822678, 101761822678
9301887073978259, 513363000000000000, 181262, 127570, 97000000000, 97000000000
98047024070672750, 390000000000000000, 160827, 110796, 97581460853, 97581460853
775151726478685613, 2030193727600000000, 160362, 110425, 89100000000, 89100000000
2104616273101773568, 2000000000000000000, 178591, 127879, 109250000000, 109250000000
77123555088133113, 10874181624388324494, 219646, 150401, 95000000000, 95000000000
246312330662295174, 463313505654360823, 178630, 124867, 88000000000, 88000000000
25769734100000000, 563000000000000000, 317702, 221827, 83500000000, 83500000000
0, 24267855321407038, 199834, 142575, 86684812196, 86684812196
120359523095726832, 370000000000000000, 162314, 112016, 75042487011, 75042487011
10397753950933352911, 6938956086470987534, 211311, 152101, 81221577876, 81221577876
28799796515542317, 143000000000000000, 181017, 127369, 73052535323, 73052535323
477211003984163793, 500000000000000000, 182182, 128325, 86750905404, 86750905404
12342932381848095, 40000000000000000, 177021, 127967, 86405617215, 86405617215
0, 25283600000000000, 181760, 127979, 95035847911, 95035847911
5880402335276832, 80000000000000000, 173916, 121543, 95035847911, 95035847911
222942352657785792, 2000000000000000000, 182028, 128198, 95000000000, 95000000000
9027001570466422, 28931444466561871, 201098, 143590, 94600000000, 94600000000
201966192773676778537, 84443008057495791491, 222063, 161061, 89000000000, 89000000000
9227624898790690, 30000000000000000, 181844, 128047, 97752505730, 97752505730
109792080806508689, 259640000000000000, 168854, 117391, 97252505730, 97252505730
82107748093485343, 259740000000000000, 168840, 111513, 97252505730, 97252505730
42862829203399829, 303500000000000000, 160778, 110766, 97252505730, 97252505730
7586365588012242, 71640700000000000, 160990, 106097, 97000000000, 97000000000
16480441783744685, 28036504177007879, 224083, 162744, 97486272597, 97486272597
192267365640522896, 400000000000000000, 193534, 137637, 97186272597, 97186272597
44549439759209340, 110000000000000000, 160314, 110386, 119739623173, 119739623173
0, 327598734964510453, 174304, 123762, 106684899856, 106684899856
67711833435777514, 440000000000000000, 164097, 113489, 103478545678, 103478545678
554602552749000, 2175233818989510906, 202983, 145161, 103478545678, 103478545678
5027261787709552, 339164208457201770, 184495, 130180, 110380711596, 110380711596
361013270351360294, 208000000000000000, 185059, 130683, 102255985624, 102255985624
11992844549030216, 60000000000000000, 182203, 128341, 102255985624, 102255985624
74399547973188321, 250000000000000000, 218404, 158039, 102255985624, 102255985624
150148534564880316, 20000000000000000, 173834, 121477, 102255985624, 102255985624
50656445001850770, 2370000000000000000, 180885, 127249, 102255985624, 102255985624
1495577318909596126, 5000000000000000000, 169324, 117777, 102255985624, 102255985624
6674260363635875, 210000000000000000, 183799, 129646, 102081385624, 102081385624
329156506092251457, 2155000000000000000, 182590, 128660, 112507049895, 112507049895
12201335644812784, 20000000000000000, 184838, 130503, 112200000000, 112200000000
687019503470742, 2975882315808800, 152268, 103786, 106684899856, 106684899856
121457090719289942, 376974990013071500, 303859, 210336, 102338749897, 102338749897
660466357800291702, 200000000000000000, 311335, 216511, 102338749897, 102338749897
6774175300000000, 52000000000000000, 181165, 127490, 94600000000, 94600000000
1495577318909596126, 6000000000000000000, 170556, 118735, 101750110372, 101750110372
8054652377532065625, 3000000000000000000, 180519, 126961, 121900000000, 121900000000
24770886716269394, 500000000000000000, 181652, 127890, 101750110372, 101750110372
206778256791921574, 100000000000000000, 180094, 126612, 109492224293, 109492224293
7234987547164229, 80000000000000000, 295579, 221345, 108992224293, 108992224293
16960685708411400, 653082042723708866, 179365, 125479, 96986272597, 96986272597
84270468315700995, 435000000000000000, 165474, 114609, 94499915164, 94499915164
1071605406793511533, 500000000000000000, 160747, 110712, 90519118264, 90519118264
108535682882291223, 70069627441493697, 201676, 144072, 95252935008, 95252935008
509538278676988054, 3500000000000000000, 163596, 113078, 95252935008, 95252935008
8054652377532065625, 3000000000000000000, 218746, 158319, 134315000000, 134315000000
0, 103663489390234541, 200245, 142879, 99021030090, 99021030090
51194076871937900, 400000000000000000, 160948, 110907, 99000000000, 99000000000
35432639000000000, 51000000000000000, 299374, 221659, 99000000000, 99000000000
458035637829000, 120000000000000000, 615633, 483889, 95284549647, 95284549647
67125849950735324, 136067053196976549, 193921, 137609, 95284549647, 95284549647
40284377155238818, 233927926692300032, 180109, 126624, 111284785912, 111284785912
551366481270048820, 150000000000000000, 191426, 135897, 106436486422, 106436486422
16388689243381796, 914097292315394332, 181642, 127882, 106436486422, 106436486422
0, 12837407220198131, 187288, 132514, 104778228508, 104778228508
513896550342000, 54250000000000000000, 323289, 220596, 102609411501, 102609411501
497359856006019481, 750000000000000000, 187786, 132911, 101109411501, 101109411501
703460158422000, 55000000000000000, 152961, 104354, 101019411501, 101019411501
9418572196347667, 250000000000000000, 181978, 128158, 113543712861, 113543712861
1117943464328948, 700000000000000000, 184711, 130388, 116977860269, 116977860269
76145405202344154, 173076535464196974, 202993, 145169, 104615590709, 104615590709
586277012182011052, 300000000000000000, 218451, 158077, 104615590709, 104615590709
62825253864138122, 187037201140235622, 204840, 146708, 99630124572, 99630124572
1299579210630436551, 2555157708051061360, 200497, 143089, 101000000000, 101000000000
1926430573533182708, 1000000000000000000, 188707, 133637, 90020048024, 90020048024
317480115042090664, 80000000000000000, 190197, 134889, 89520048024, 89520048024
112232414620704216, 200000000000000000, 181915, 128104, 101016884470, 101016884470
53598022461571329, 2200000000000000000, 342058, 234060, 102930729570, 102930729570
113159261998141397, 850000000000000000, 191341, 135837, 124300000000, 124300000000
14853202467671834, 380000000000000000, 181850, 128052, 108900000000, 108900000000
125965908701312330, 140000000000000000, 182701, 128740, 103430729570, 103430729570
70037641971831648, 191000000000000000, 189748, 134531, 102930729570, 102930729570
10866443478147921, 20000000000000000, 181778, 128011, 102930729570, 102930729570
1028858014454066740, 174459496065254656, 199184, 141995, 102930729570, 102930729570
10349567978287355, 80000000000000000, 184884, 130517, 102930729570, 102930729570
82927155601938750, 1301392767369423809, 187798, 141617, 115606568017, 115606568017
2630987951402015149, 700000000000000000, 308218, 213941, 115606568017, 115606568017
63648672064306899, 1020402172045674237, 205868, 147565, 112665727673, 112665727673
118568818859517727, 200000000000000000, 181824, 128031, 112165727673, 112165727673
101060822329050350, 1204891448121511354, 166470, 115440, 100331028436, 100331028436
18165380477820308, 90000000000000000, 217849, 157582, 113505382887, 113505382887
9215591900000000, 20000000000000000, 300591, 222657, 113300000000, 113300000000
37143491994592752, 200000000000000000, 189715, 134503, 112832870744, 112832870744
259818323537787, 216300000000000000, 181516, 127779, 95143412047, 95143412047
192287634302234313, 260000000000000000, 161295, 107349, 95034066406, 95034066406
1336746161063722889, 490000000000000000, 217059, 127875, 94534066406, 94534066406
24420915425073844, 100000000000000000, 189722, 133481, 104567960752, 104567960752
66519219213964813, 300000000000000, 173534, 121230, 104567960752, 104567960752
19162122462999501, 320000000000000000, 181916, 128106, 104567960752, 104567960752
369547318896000, 367000000000000000, 156213, 110899, 104752912558, 104752912558
26913399841050932, 1300290302310381127, 189765, 134555, 90411917985, 90411917985
0, 288000000000000000, 184897, 130551, 90361917985, 90361917985
11130800294599041, 40000000000000000, 160530, 110563, 90111917985, 90111917985
6026557362914453, 10000000000000000, 300577, 222645, 105600000000, 105600000000
10968361645286600, 302000000000000000, 183076, 129059, 98848109783, 98848109783
6101345800000000, 64522000000000000, 300541, 222683, 84700000000, 84700000000
0, 850029760378741997, 178452, 124718, 104657753251, 104657753251
12326459364451194, 60000000000000000, 283323, 193491, 96149998789, 96149998789
1028858014454066740, 112569188191912700, 200305, 142929, 96149998789, 96149998789
33140384430097148, 20604485403564180, 182041, 128209, 96149998789, 96149998789
29205766076538497, 1000000000000000000, 183169, 129124, 105214998667, 105214998667
1023711912510000, 437600854439990000, 218392, 158029, 90525999947, 90525999947
440921717928091574, 6575048654420902122, 292369, 219649, 101079604910, 101079604910
179760284844000, 246586514385737303, 178465, 124729, 101079604910, 101079604910
837031922240815843, 1900000000000000000, 181872, 128070, 101079604910, 101079604910
1810390330338815932, 250000000000000000, 184876, 130535, 101079604910, 101079604910
20618440496070789, 10000000000000000, 175306, 122684, 111749298144, 111749298144
25583014162272863, 10000000000000000, 180799, 127190, 94000000000, 94000000000
11190777172072970, 41497862542960700, 191407, 135891, 95858731707, 95858731707
42544837816447546, 219265260381220490, 189331, 129918, 90695212828, 90695212828
10556180365471250, 190000000000000000, 183049, 129025, 90399687150, 90399687150
10897415458054563, 180000000000000000, 182023, 128194, 90399687150, 90399687150
2112671874614689733, 200000000000000000, 163428, 112945, 90399687150, 90399687150
1707981444481960, 20098594701081430, 176312, 123510, 90399687150, 90399687150
23737917054340901478, 218808741547707416, 184152, 129438, 90399687150, 90399687150
119986498890712106, 180000000000000000, 181276, 127582, 100904022271, 100904022271
2112671874614689733, 200000000000000000, 163432, 111959, 100404022271, 100404022271
61521887283464857, 143641376633232867, 198897, 141756, 99340655865, 99340655865
591785679005284515, 1000000000000000000, 182634, 128695, 98652097157, 98652097157
29326398835560324, 11552231064996043, 201489, 143916, 90695212828, 90695212828
